userID,studyType,QuestionID,Choice,Trust,Interaction
49a967f8-ecf9-404c-99dc-61752d34bfa9,NoSources,38,Nvidia,1,0
49a967f8-ecf9-404c-99dc-61752d34bfa9,NoSources,13,Nvidia,1,0
49a967f8-ecf9-404c-99dc-61752d34bfa9,NoSources,18,Nvidia,1,0
49a967f8-ecf9-404c-99dc-61752d34bfa9,NoSources,7,SomeChoice,SomeTrust,0
49a967f8-ecf9-404c-99dc-61752d34bfa9,NoSources,15,SomeChoice,SomeTrust,0
49a967f8-ecf9-404c-99dc-61752d34bfa9,NoSources,28,SomeChoice,SomeTrust,0
49a967f8-ecf9-404c-99dc-61752d34bfa9,NoSources,35,SomeChoice,SomeTrust,0
49a967f8-ecf9-404c-99dc-61752d34bfa9,NoSources,6,SomeChoice,SomeTrust,0
49a967f8-ecf9-404c-99dc-61752d34bfa9,NoSources,34,SomeChoice,SomeTrust,0
49a967f8-ecf9-404c-99dc-61752d34bfa9,NoSources,21,SomeChoice,SomeTrust,0
49a967f8-ecf9-404c-99dc-61752d34bfa9,NoSources,26,SomeChoice,SomeTrust,0
49a967f8-ecf9-404c-99dc-61752d34bfa9,NoSources,3,SomeChoice,SomeTrust,0
49a967f8-ecf9-404c-99dc-61752d34bfa9,NoSources,31,SomeChoice,SomeTrust,0
49a967f8-ecf9-404c-99dc-61752d34bfa9,NoSources,20,SomeChoice,SomeTrust,0
49a967f8-ecf9-404c-99dc-61752d34bfa9,NoSources,33,SomeChoice,SomeTrust,0
49a967f8-ecf9-404c-99dc-61752d34bfa9,NoSources,36,SomeChoice,SomeTrust,0
49a967f8-ecf9-404c-99dc-61752d34bfa9,NoSources,17,SomeChoice,SomeTrust,0
49a967f8-ecf9-404c-99dc-61752d34bfa9,NoSources,8,SomeChoice,SomeTrust,0
49a967f8-ecf9-404c-99dc-61752d34bfa9,NoSources,22,SomeChoice,SomeTrust,0
49a967f8-ecf9-404c-99dc-61752d34bfa9,NoSources,16,SomeChoice,SomeTrust,0
