userID,studyType,QuestionID,Choice,Trust,Interaction
2bb2632d-17bc-45c8-a34d-bd018921044e,NoSources,12,Nvidia,1,0
2bb2632d-17bc-45c8-a34d-bd018921044e,NoSources,13,Nvidia,1,0
2bb2632d-17bc-45c8-a34d-bd018921044e,NoSources,34,Nvidia,1,0
2bb2632d-17bc-45c8-a34d-bd018921044e,NoSources,17,Nvidia,1,0
2bb2632d-17bc-45c8-a34d-bd018921044e,NoSources,21,Nvidia,1,0
2bb2632d-17bc-45c8-a34d-bd018921044e,NoSources,40,Nvidia,1,0
2bb2632d-17bc-45c8-a34d-bd018921044e,NoSources,18,Nvidia,1,0
2bb2632d-17bc-45c8-a34d-bd018921044e,NoSources,14,Nvidia,1,0
2bb2632d-17bc-45c8-a34d-bd018921044e,NoSources,3,Nvidia,1,0
2bb2632d-17bc-45c8-a34d-bd018921044e,NoSources,30,Nvidia,1,0
2bb2632d-17bc-45c8-a34d-bd018921044e,NoSources,26,Nvidia,1,0
2bb2632d-17bc-45c8-a34d-bd018921044e,NoSources,35,Nvidia,1,0
2bb2632d-17bc-45c8-a34d-bd018921044e,NoSources,8,Nvidia,1,0
2bb2632d-17bc-45c8-a34d-bd018921044e,NoSources,29,Nvidia,1,0
2bb2632d-17bc-45c8-a34d-bd018921044e,NoSources,22,Nvidia,1,0
2bb2632d-17bc-45c8-a34d-bd018921044e,NoSources,19,SomeChoice,SomeTrust,0
2bb2632d-17bc-45c8-a34d-bd018921044e,NoSources,37,SomeChoice,SomeTrust,0
2bb2632d-17bc-45c8-a34d-bd018921044e,NoSources,7,SomeChoice,SomeTrust,0
2bb2632d-17bc-45c8-a34d-bd018921044e,NoSources,33,SomeChoice,SomeTrust,0
2bb2632d-17bc-45c8-a34d-bd018921044e,NoSources,6,SomeChoice,SomeTrust,0
