userID,QuestionID,Choice,Trust,Interaction
efeb0ae2-4297-4fcf-8ce2-919f10e38d60,33,SomeChoice,SomeTrust,SomeInteraction
efeb0ae2-4297-4fcf-8ce2-919f10e38d60,21,SomeChoice,SomeTrust,SomeInteraction
efeb0ae2-4297-4fcf-8ce2-919f10e38d60,40,SomeChoice,SomeTrust,SomeInteraction
efeb0ae2-4297-4fcf-8ce2-919f10e38d60,27,SomeChoice,SomeTrust,SomeInteraction
efeb0ae2-4297-4fcf-8ce2-919f10e38d60,31,SomeChoice,SomeTrust,SomeInteraction
efeb0ae2-4297-4fcf-8ce2-919f10e38d60,22,SomeChoice,SomeTrust,SomeInteraction
efeb0ae2-4297-4fcf-8ce2-919f10e38d60,24,SomeChoice,SomeTrust,SomeInteraction
efeb0ae2-4297-4fcf-8ce2-919f10e38d60,7,SomeChoice,SomeTrust,SomeInteraction
efeb0ae2-4297-4fcf-8ce2-919f10e38d60,36,SomeChoice,SomeTrust,SomeInteraction
efeb0ae2-4297-4fcf-8ce2-919f10e38d60,12,SomeChoice,SomeTrust,SomeInteraction
efeb0ae2-4297-4fcf-8ce2-919f10e38d60,34,SomeChoice,SomeTrust,SomeInteraction
efeb0ae2-4297-4fcf-8ce2-919f10e38d60,13,SomeChoice,SomeTrust,SomeInteraction
efeb0ae2-4297-4fcf-8ce2-919f10e38d60,38,SomeChoice,SomeTrust,SomeInteraction
efeb0ae2-4297-4fcf-8ce2-919f10e38d60,18,SomeChoice,SomeTrust,SomeInteraction
efeb0ae2-4297-4fcf-8ce2-919f10e38d60,28,SomeChoice,SomeTrust,SomeInteraction
efeb0ae2-4297-4fcf-8ce2-919f10e38d60,4,SomeChoice,SomeTrust,SomeInteraction
efeb0ae2-4297-4fcf-8ce2-919f10e38d60,19,SomeChoice,SomeTrust,SomeInteraction
efeb0ae2-4297-4fcf-8ce2-919f10e38d60,23,SomeChoice,SomeTrust,SomeInteraction
efeb0ae2-4297-4fcf-8ce2-919f10e38d60,35,SomeChoice,SomeTrust,SomeInteraction
efeb0ae2-4297-4fcf-8ce2-919f10e38d60,20,SomeChoice,SomeTrust,SomeInteraction
