userID,studyType,QuestionID,Choice,Trust,Interaction
b1c6e72a-f196-43d3-a4fa-a283d6785e34,NoSources,40,SomeChoice,SomeTrust,0
b1c6e72a-f196-43d3-a4fa-a283d6785e34,NoSources,20,SomeChoice,SomeTrust,0
b1c6e72a-f196-43d3-a4fa-a283d6785e34,NoSources,38,SomeChoice,SomeTrust,0
b1c6e72a-f196-43d3-a4fa-a283d6785e34,NoSources,6,SomeChoice,SomeTrust,0
b1c6e72a-f196-43d3-a4fa-a283d6785e34,NoSources,3,SomeChoice,SomeTrust,0
b1c6e72a-f196-43d3-a4fa-a283d6785e34,NoSources,33,SomeChoice,SomeTrust,0
b1c6e72a-f196-43d3-a4fa-a283d6785e34,NoSources,8,SomeChoice,SomeTrust,0
b1c6e72a-f196-43d3-a4fa-a283d6785e34,NoSources,7,SomeChoice,SomeTrust,0
b1c6e72a-f196-43d3-a4fa-a283d6785e34,NoSources,28,SomeChoice,SomeTrust,0
b1c6e72a-f196-43d3-a4fa-a283d6785e34,NoSources,15,SomeChoice,SomeTrust,0
b1c6e72a-f196-43d3-a4fa-a283d6785e34,NoSources,2,SomeChoice,SomeTrust,0
b1c6e72a-f196-43d3-a4fa-a283d6785e34,NoSources,19,SomeChoice,SomeTrust,0
b1c6e72a-f196-43d3-a4fa-a283d6785e34,NoSources,25,SomeChoice,SomeTrust,0
b1c6e72a-f196-43d3-a4fa-a283d6785e34,NoSources,30,SomeChoice,SomeTrust,0
b1c6e72a-f196-43d3-a4fa-a283d6785e34,NoSources,13,SomeChoice,SomeTrust,0
b1c6e72a-f196-43d3-a4fa-a283d6785e34,NoSources,35,SomeChoice,SomeTrust,0
b1c6e72a-f196-43d3-a4fa-a283d6785e34,NoSources,34,SomeChoice,SomeTrust,0
b1c6e72a-f196-43d3-a4fa-a283d6785e34,NoSources,16,SomeChoice,SomeTrust,0
b1c6e72a-f196-43d3-a4fa-a283d6785e34,NoSources,27,SomeChoice,SomeTrust,0
b1c6e72a-f196-43d3-a4fa-a283d6785e34,NoSources,9,SomeChoice,SomeTrust,0
