userID,studyType,QuestionID,Choice,Trust,Interaction
4a7c3aa9-5a87-4960-bf01-b03104b1e5a3,NoSources,12,SomeChoice,SomeTrust,0
4a7c3aa9-5a87-4960-bf01-b03104b1e5a3,NoSources,16,SomeChoice,SomeTrust,0
4a7c3aa9-5a87-4960-bf01-b03104b1e5a3,NoSources,2,SomeChoice,SomeTrust,0
4a7c3aa9-5a87-4960-bf01-b03104b1e5a3,NoSources,26,SomeChoice,SomeTrust,0
4a7c3aa9-5a87-4960-bf01-b03104b1e5a3,NoSources,20,SomeChoice,SomeTrust,0
4a7c3aa9-5a87-4960-bf01-b03104b1e5a3,NoSources,29,SomeChoice,SomeTrust,0
4a7c3aa9-5a87-4960-bf01-b03104b1e5a3,NoSources,27,SomeChoice,SomeTrust,0
4a7c3aa9-5a87-4960-bf01-b03104b1e5a3,NoSources,25,SomeChoice,SomeTrust,0
4a7c3aa9-5a87-4960-bf01-b03104b1e5a3,NoSources,32,SomeChoice,SomeTrust,0
4a7c3aa9-5a87-4960-bf01-b03104b1e5a3,NoSources,21,SomeChoice,SomeTrust,0
4a7c3aa9-5a87-4960-bf01-b03104b1e5a3,NoSources,9,SomeChoice,SomeTrust,0
4a7c3aa9-5a87-4960-bf01-b03104b1e5a3,NoSources,10,SomeChoice,SomeTrust,0
4a7c3aa9-5a87-4960-bf01-b03104b1e5a3,NoSources,19,SomeChoice,SomeTrust,0
4a7c3aa9-5a87-4960-bf01-b03104b1e5a3,NoSources,17,SomeChoice,SomeTrust,0
4a7c3aa9-5a87-4960-bf01-b03104b1e5a3,NoSources,28,SomeChoice,SomeTrust,0
4a7c3aa9-5a87-4960-bf01-b03104b1e5a3,NoSources,7,SomeChoice,SomeTrust,0
4a7c3aa9-5a87-4960-bf01-b03104b1e5a3,NoSources,38,SomeChoice,SomeTrust,0
4a7c3aa9-5a87-4960-bf01-b03104b1e5a3,NoSources,23,SomeChoice,SomeTrust,0
4a7c3aa9-5a87-4960-bf01-b03104b1e5a3,NoSources,37,SomeChoice,SomeTrust,0
4a7c3aa9-5a87-4960-bf01-b03104b1e5a3,NoSources,3,SomeChoice,SomeTrust,0
