userID,QuestionID,Choice,Trust,Interaction
cd63bed0-03f8-447b-b0ee-2e3bc62862bf,21,Nvidia,1,SomeInteraction
cd63bed0-03f8-447b-b0ee-2e3bc62862bf,17,Nvidia,1,SomeInteraction
cd63bed0-03f8-447b-b0ee-2e3bc62862bf,38,SomeChoice,SomeTrust,SomeInteraction
cd63bed0-03f8-447b-b0ee-2e3bc62862bf,26,SomeChoice,SomeTrust,SomeInteraction
cd63bed0-03f8-447b-b0ee-2e3bc62862bf,11,SomeChoice,SomeTrust,SomeInteraction
cd63bed0-03f8-447b-b0ee-2e3bc62862bf,20,SomeChoice,SomeTrust,SomeInteraction
cd63bed0-03f8-447b-b0ee-2e3bc62862bf,18,SomeChoice,SomeTrust,SomeInteraction
cd63bed0-03f8-447b-b0ee-2e3bc62862bf,9,SomeChoice,SomeTrust,SomeInteraction
cd63bed0-03f8-447b-b0ee-2e3bc62862bf,10,SomeChoice,SomeTrust,SomeInteraction
cd63bed0-03f8-447b-b0ee-2e3bc62862bf,7,SomeChoice,SomeTrust,SomeInteraction
cd63bed0-03f8-447b-b0ee-2e3bc62862bf,31,SomeChoice,SomeTrust,SomeInteraction
cd63bed0-03f8-447b-b0ee-2e3bc62862bf,5,SomeChoice,SomeTrust,SomeInteraction
cd63bed0-03f8-447b-b0ee-2e3bc62862bf,37,SomeChoice,SomeTrust,SomeInteraction
cd63bed0-03f8-447b-b0ee-2e3bc62862bf,12,SomeChoice,SomeTrust,SomeInteraction
cd63bed0-03f8-447b-b0ee-2e3bc62862bf,3,SomeChoice,SomeTrust,SomeInteraction
cd63bed0-03f8-447b-b0ee-2e3bc62862bf,6,SomeChoice,SomeTrust,SomeInteraction
cd63bed0-03f8-447b-b0ee-2e3bc62862bf,23,SomeChoice,SomeTrust,SomeInteraction
cd63bed0-03f8-447b-b0ee-2e3bc62862bf,14,SomeChoice,SomeTrust,SomeInteraction
cd63bed0-03f8-447b-b0ee-2e3bc62862bf,19,SomeChoice,SomeTrust,SomeInteraction
cd63bed0-03f8-447b-b0ee-2e3bc62862bf,29,SomeChoice,SomeTrust,SomeInteraction
