userID,studyType,QuestionID,Choice,Trust,Interaction
5cd22871-69a4-48de-b6c9-808e340f128f,SingleSource,11,Nvidia,1,0
5cd22871-69a4-48de-b6c9-808e340f128f,SingleSource,3,SomeChoice,SomeTrust,0
5cd22871-69a4-48de-b6c9-808e340f128f,SingleSource,8,SomeChoice,SomeTrust,0
5cd22871-69a4-48de-b6c9-808e340f128f,SingleSource,20,SomeChoice,SomeTrust,0
5cd22871-69a4-48de-b6c9-808e340f128f,SingleSource,33,SomeChoice,SomeTrust,0
5cd22871-69a4-48de-b6c9-808e340f128f,SingleSource,37,SomeChoice,SomeTrust,0
5cd22871-69a4-48de-b6c9-808e340f128f,SingleSource,27,SomeChoice,SomeTrust,0
5cd22871-69a4-48de-b6c9-808e340f128f,SingleSource,26,SomeChoice,SomeTrust,0
5cd22871-69a4-48de-b6c9-808e340f128f,SingleSource,16,SomeChoice,SomeTrust,0
5cd22871-69a4-48de-b6c9-808e340f128f,SingleSource,29,SomeChoice,SomeTrust,0
5cd22871-69a4-48de-b6c9-808e340f128f,SingleSource,31,SomeChoice,SomeTrust,0
5cd22871-69a4-48de-b6c9-808e340f128f,SingleSource,36,SomeChoice,SomeTrust,0
5cd22871-69a4-48de-b6c9-808e340f128f,SingleSource,17,SomeChoice,SomeTrust,0
5cd22871-69a4-48de-b6c9-808e340f128f,SingleSource,38,SomeChoice,SomeTrust,0
5cd22871-69a4-48de-b6c9-808e340f128f,SingleSource,28,SomeChoice,SomeTrust,0
5cd22871-69a4-48de-b6c9-808e340f128f,SingleSource,18,SomeChoice,SomeTrust,0
5cd22871-69a4-48de-b6c9-808e340f128f,SingleSource,19,SomeChoice,SomeTrust,0
5cd22871-69a4-48de-b6c9-808e340f128f,SingleSource,40,SomeChoice,SomeTrust,0
5cd22871-69a4-48de-b6c9-808e340f128f,SingleSource,39,SomeChoice,SomeTrust,0
5cd22871-69a4-48de-b6c9-808e340f128f,SingleSource,9,SomeChoice,SomeTrust,0
