userID,QuestionID,Choice,Trust,Interaction
2f09a160-d736-4eba-b8a2-5e734b4b4020,27,SomeChoice,SomeTrust,SomeInteraction
2f09a160-d736-4eba-b8a2-5e734b4b4020,3,SomeChoice,SomeTrust,SomeInteraction
2f09a160-d736-4eba-b8a2-5e734b4b4020,19,SomeChoice,SomeTrust,SomeInteraction
2f09a160-d736-4eba-b8a2-5e734b4b4020,24,SomeChoice,SomeTrust,SomeInteraction
2f09a160-d736-4eba-b8a2-5e734b4b4020,32,SomeChoice,SomeTrust,SomeInteraction
2f09a160-d736-4eba-b8a2-5e734b4b4020,40,SomeChoice,SomeTrust,SomeInteraction
2f09a160-d736-4eba-b8a2-5e734b4b4020,36,SomeChoice,SomeTrust,SomeInteraction
2f09a160-d736-4eba-b8a2-5e734b4b4020,10,SomeChoice,SomeTrust,SomeInteraction
2f09a160-d736-4eba-b8a2-5e734b4b4020,34,SomeChoice,SomeTrust,SomeInteraction
2f09a160-d736-4eba-b8a2-5e734b4b4020,2,SomeChoice,SomeTrust,SomeInteraction
2f09a160-d736-4eba-b8a2-5e734b4b4020,22,SomeChoice,SomeTrust,SomeInteraction
2f09a160-d736-4eba-b8a2-5e734b4b4020,28,SomeChoice,SomeTrust,SomeInteraction
2f09a160-d736-4eba-b8a2-5e734b4b4020,25,SomeChoice,SomeTrust,SomeInteraction
2f09a160-d736-4eba-b8a2-5e734b4b4020,23,SomeChoice,SomeTrust,SomeInteraction
2f09a160-d736-4eba-b8a2-5e734b4b4020,16,SomeChoice,SomeTrust,SomeInteraction
2f09a160-d736-4eba-b8a2-5e734b4b4020,13,SomeChoice,SomeTrust,SomeInteraction
2f09a160-d736-4eba-b8a2-5e734b4b4020,12,SomeChoice,SomeTrust,SomeInteraction
2f09a160-d736-4eba-b8a2-5e734b4b4020,29,SomeChoice,SomeTrust,SomeInteraction
2f09a160-d736-4eba-b8a2-5e734b4b4020,5,SomeChoice,SomeTrust,SomeInteraction
2f09a160-d736-4eba-b8a2-5e734b4b4020,7,SomeChoice,SomeTrust,SomeInteraction
