userID,studyType,QuestionID,Choice,Trust,Interaction
bf4f3fba-726e-4869-95b1-5602c5a85180,NoSources,31,SomeChoice,SomeTrust,0
bf4f3fba-726e-4869-95b1-5602c5a85180,NoSources,25,SomeChoice,SomeTrust,0
bf4f3fba-726e-4869-95b1-5602c5a85180,NoSources,36,SomeChoice,SomeTrust,0
bf4f3fba-726e-4869-95b1-5602c5a85180,NoSources,8,SomeChoice,SomeTrust,0
bf4f3fba-726e-4869-95b1-5602c5a85180,NoSources,26,SomeChoice,SomeTrust,0
bf4f3fba-726e-4869-95b1-5602c5a85180,NoSources,21,SomeChoice,SomeTrust,0
bf4f3fba-726e-4869-95b1-5602c5a85180,NoSources,23,SomeChoice,SomeTrust,0
bf4f3fba-726e-4869-95b1-5602c5a85180,NoSources,6,SomeChoice,SomeTrust,0
bf4f3fba-726e-4869-95b1-5602c5a85180,NoSources,40,SomeChoice,SomeTrust,0
bf4f3fba-726e-4869-95b1-5602c5a85180,NoSources,14,SomeChoice,SomeTrust,0
bf4f3fba-726e-4869-95b1-5602c5a85180,NoSources,13,SomeChoice,SomeTrust,0
bf4f3fba-726e-4869-95b1-5602c5a85180,NoSources,4,SomeChoice,SomeTrust,0
bf4f3fba-726e-4869-95b1-5602c5a85180,NoSources,17,SomeChoice,SomeTrust,0
bf4f3fba-726e-4869-95b1-5602c5a85180,NoSources,12,SomeChoice,SomeTrust,0
bf4f3fba-726e-4869-95b1-5602c5a85180,NoSources,10,SomeChoice,SomeTrust,0
bf4f3fba-726e-4869-95b1-5602c5a85180,NoSources,34,SomeChoice,SomeTrust,0
bf4f3fba-726e-4869-95b1-5602c5a85180,NoSources,38,SomeChoice,SomeTrust,0
bf4f3fba-726e-4869-95b1-5602c5a85180,NoSources,2,SomeChoice,SomeTrust,0
bf4f3fba-726e-4869-95b1-5602c5a85180,NoSources,18,SomeChoice,SomeTrust,0
bf4f3fba-726e-4869-95b1-5602c5a85180,NoSources,28,SomeChoice,SomeTrust,0
