userID,QuestionID,Choice,Trust,Interaction
bfddcf7b-3a59-4556-bc73-ce21aa637a55,40,SomeChoice,SomeTrust,SomeInteraction
bfddcf7b-3a59-4556-bc73-ce21aa637a55,15,SomeChoice,SomeTrust,SomeInteraction
bfddcf7b-3a59-4556-bc73-ce21aa637a55,13,SomeChoice,SomeTrust,SomeInteraction
bfddcf7b-3a59-4556-bc73-ce21aa637a55,20,SomeChoice,SomeTrust,SomeInteraction
bfddcf7b-3a59-4556-bc73-ce21aa637a55,19,SomeChoice,SomeTrust,SomeInteraction
bfddcf7b-3a59-4556-bc73-ce21aa637a55,31,SomeChoice,SomeTrust,SomeInteraction
bfddcf7b-3a59-4556-bc73-ce21aa637a55,38,SomeChoice,SomeTrust,SomeInteraction
bfddcf7b-3a59-4556-bc73-ce21aa637a55,25,SomeChoice,SomeTrust,SomeInteraction
bfddcf7b-3a59-4556-bc73-ce21aa637a55,14,SomeChoice,SomeTrust,SomeInteraction
bfddcf7b-3a59-4556-bc73-ce21aa637a55,36,SomeChoice,SomeTrust,SomeInteraction
bfddcf7b-3a59-4556-bc73-ce21aa637a55,37,SomeChoice,SomeTrust,SomeInteraction
bfddcf7b-3a59-4556-bc73-ce21aa637a55,10,SomeChoice,SomeTrust,SomeInteraction
bfddcf7b-3a59-4556-bc73-ce21aa637a55,16,SomeChoice,SomeTrust,SomeInteraction
bfddcf7b-3a59-4556-bc73-ce21aa637a55,21,SomeChoice,SomeTrust,SomeInteraction
bfddcf7b-3a59-4556-bc73-ce21aa637a55,8,SomeChoice,SomeTrust,SomeInteraction
bfddcf7b-3a59-4556-bc73-ce21aa637a55,4,SomeChoice,SomeTrust,SomeInteraction
bfddcf7b-3a59-4556-bc73-ce21aa637a55,2,SomeChoice,SomeTrust,SomeInteraction
bfddcf7b-3a59-4556-bc73-ce21aa637a55,17,SomeChoice,SomeTrust,SomeInteraction
bfddcf7b-3a59-4556-bc73-ce21aa637a55,32,SomeChoice,SomeTrust,SomeInteraction
bfddcf7b-3a59-4556-bc73-ce21aa637a55,30,SomeChoice,SomeTrust,SomeInteraction
