userID,studyType,QuestionID,Choice,Trust,Interaction
71dc0a7d-b098-4ec0-bcbe-c4b76624ca02,SingleSource,25,SomeChoice,SomeTrust,0
71dc0a7d-b098-4ec0-bcbe-c4b76624ca02,SingleSource,20,SomeChoice,SomeTrust,0
71dc0a7d-b098-4ec0-bcbe-c4b76624ca02,SingleSource,36,SomeChoice,SomeTrust,0
71dc0a7d-b098-4ec0-bcbe-c4b76624ca02,SingleSource,15,SomeChoice,SomeTrust,0
71dc0a7d-b098-4ec0-bcbe-c4b76624ca02,SingleSource,1,SomeChoice,SomeTrust,0
71dc0a7d-b098-4ec0-bcbe-c4b76624ca02,SingleSource,19,SomeChoice,SomeTrust,0
71dc0a7d-b098-4ec0-bcbe-c4b76624ca02,SingleSource,40,SomeChoice,SomeTrust,0
71dc0a7d-b098-4ec0-bcbe-c4b76624ca02,SingleSource,9,SomeChoice,SomeTrust,0
71dc0a7d-b098-4ec0-bcbe-c4b76624ca02,SingleSource,39,SomeChoice,SomeTrust,0
71dc0a7d-b098-4ec0-bcbe-c4b76624ca02,SingleSource,18,SomeChoice,SomeTrust,0
71dc0a7d-b098-4ec0-bcbe-c4b76624ca02,SingleSource,5,SomeChoice,SomeTrust,0
71dc0a7d-b098-4ec0-bcbe-c4b76624ca02,SingleSource,30,SomeChoice,SomeTrust,0
71dc0a7d-b098-4ec0-bcbe-c4b76624ca02,SingleSource,37,SomeChoice,SomeTrust,0
71dc0a7d-b098-4ec0-bcbe-c4b76624ca02,SingleSource,24,SomeChoice,SomeTrust,0
71dc0a7d-b098-4ec0-bcbe-c4b76624ca02,SingleSource,21,SomeChoice,SomeTrust,0
71dc0a7d-b098-4ec0-bcbe-c4b76624ca02,SingleSource,8,SomeChoice,SomeTrust,0
71dc0a7d-b098-4ec0-bcbe-c4b76624ca02,SingleSource,26,SomeChoice,SomeTrust,0
71dc0a7d-b098-4ec0-bcbe-c4b76624ca02,SingleSource,35,SomeChoice,SomeTrust,0
71dc0a7d-b098-4ec0-bcbe-c4b76624ca02,SingleSource,29,SomeChoice,SomeTrust,0
71dc0a7d-b098-4ec0-bcbe-c4b76624ca02,SingleSource,17,SomeChoice,SomeTrust,0
