userID,QuestionID,Choice,Trust,Interaction
0a52dde6-1ee7-4805-ab4e-83958b103cbb,28,Apple,4,SomeInteraction
0a52dde6-1ee7-4805-ab4e-83958b103cbb,33,SomeChoice,SomeTrust,SomeInteraction
0a52dde6-1ee7-4805-ab4e-83958b103cbb,10,SomeChoice,SomeTrust,SomeInteraction
0a52dde6-1ee7-4805-ab4e-83958b103cbb,26,SomeChoice,SomeTrust,SomeInteraction
0a52dde6-1ee7-4805-ab4e-83958b103cbb,32,SomeChoice,SomeTrust,SomeInteraction
0a52dde6-1ee7-4805-ab4e-83958b103cbb,37,SomeChoice,SomeTrust,SomeInteraction
0a52dde6-1ee7-4805-ab4e-83958b103cbb,29,SomeChoice,SomeTrust,SomeInteraction
0a52dde6-1ee7-4805-ab4e-83958b103cbb,5,SomeChoice,SomeTrust,SomeInteraction
0a52dde6-1ee7-4805-ab4e-83958b103cbb,1,SomeChoice,SomeTrust,SomeInteraction
0a52dde6-1ee7-4805-ab4e-83958b103cbb,15,SomeChoice,SomeTrust,SomeInteraction
0a52dde6-1ee7-4805-ab4e-83958b103cbb,13,SomeChoice,SomeTrust,SomeInteraction
0a52dde6-1ee7-4805-ab4e-83958b103cbb,38,SomeChoice,SomeTrust,SomeInteraction
0a52dde6-1ee7-4805-ab4e-83958b103cbb,4,SomeChoice,SomeTrust,SomeInteraction
0a52dde6-1ee7-4805-ab4e-83958b103cbb,22,SomeChoice,SomeTrust,SomeInteraction
0a52dde6-1ee7-4805-ab4e-83958b103cbb,36,SomeChoice,SomeTrust,SomeInteraction
0a52dde6-1ee7-4805-ab4e-83958b103cbb,30,SomeChoice,SomeTrust,SomeInteraction
0a52dde6-1ee7-4805-ab4e-83958b103cbb,14,SomeChoice,SomeTrust,SomeInteraction
0a52dde6-1ee7-4805-ab4e-83958b103cbb,11,SomeChoice,SomeTrust,SomeInteraction
0a52dde6-1ee7-4805-ab4e-83958b103cbb,39,SomeChoice,SomeTrust,SomeInteraction
0a52dde6-1ee7-4805-ab4e-83958b103cbb,8,SomeChoice,SomeTrust,SomeInteraction
