userID,studyType,QuestionID,Choice,Trust,Interaction
ca5687d1-9a08-49dc-a844-b665998d873e,SingleSource,20,Nvidia,1,0
ca5687d1-9a08-49dc-a844-b665998d873e,SingleSource,32,Nvidia,1,0
ca5687d1-9a08-49dc-a844-b665998d873e,SingleSource,1,Nvidia,1,0
ca5687d1-9a08-49dc-a844-b665998d873e,SingleSource,7,SomeChoice,SomeTrust,0
ca5687d1-9a08-49dc-a844-b665998d873e,SingleSource,33,SomeChoice,SomeTrust,0
ca5687d1-9a08-49dc-a844-b665998d873e,SingleSource,39,SomeChoice,SomeTrust,0
ca5687d1-9a08-49dc-a844-b665998d873e,SingleSource,25,SomeChoice,SomeTrust,0
ca5687d1-9a08-49dc-a844-b665998d873e,SingleSource,19,SomeChoice,SomeTrust,0
ca5687d1-9a08-49dc-a844-b665998d873e,SingleSource,28,SomeChoice,SomeTrust,0
ca5687d1-9a08-49dc-a844-b665998d873e,SingleSource,11,SomeChoice,SomeTrust,0
ca5687d1-9a08-49dc-a844-b665998d873e,SingleSource,35,SomeChoice,SomeTrust,0
ca5687d1-9a08-49dc-a844-b665998d873e,SingleSource,5,SomeChoice,SomeTrust,0
ca5687d1-9a08-49dc-a844-b665998d873e,SingleSource,17,SomeChoice,SomeTrust,0
ca5687d1-9a08-49dc-a844-b665998d873e,SingleSource,3,SomeChoice,SomeTrust,0
ca5687d1-9a08-49dc-a844-b665998d873e,SingleSource,13,SomeChoice,SomeTrust,0
ca5687d1-9a08-49dc-a844-b665998d873e,SingleSource,29,SomeChoice,SomeTrust,0
ca5687d1-9a08-49dc-a844-b665998d873e,SingleSource,9,SomeChoice,SomeTrust,0
ca5687d1-9a08-49dc-a844-b665998d873e,SingleSource,15,SomeChoice,SomeTrust,0
ca5687d1-9a08-49dc-a844-b665998d873e,SingleSource,8,SomeChoice,SomeTrust,0
ca5687d1-9a08-49dc-a844-b665998d873e,SingleSource,40,SomeChoice,SomeTrust,0
