userID,studyType,QuestionID,Choice,Trust,Interaction
ba1b2b09-6b5d-4c4a-8e89-0fe89caf8fa9,NoSources,22,Nvidia,1,0
ba1b2b09-6b5d-4c4a-8e89-0fe89caf8fa9,NoSources,7,Nvidia,1,0
ba1b2b09-6b5d-4c4a-8e89-0fe89caf8fa9,NoSources,34,Nvidia,1,0
ba1b2b09-6b5d-4c4a-8e89-0fe89caf8fa9,NoSources,33,Nvidia,1,0
ba1b2b09-6b5d-4c4a-8e89-0fe89caf8fa9,NoSources,39,Nvidia,1,0
ba1b2b09-6b5d-4c4a-8e89-0fe89caf8fa9,NoSources,15,Nvidia,1,0
ba1b2b09-6b5d-4c4a-8e89-0fe89caf8fa9,NoSources,35,Nvidia,1,0
ba1b2b09-6b5d-4c4a-8e89-0fe89caf8fa9,NoSources,36,Nvidia,1,0
ba1b2b09-6b5d-4c4a-8e89-0fe89caf8fa9,NoSources,25,SomeChoice,SomeTrust,0
ba1b2b09-6b5d-4c4a-8e89-0fe89caf8fa9,NoSources,9,SomeChoice,SomeTrust,0
ba1b2b09-6b5d-4c4a-8e89-0fe89caf8fa9,NoSources,1,SomeChoice,SomeTrust,0
ba1b2b09-6b5d-4c4a-8e89-0fe89caf8fa9,NoSources,12,SomeChoice,SomeTrust,0
ba1b2b09-6b5d-4c4a-8e89-0fe89caf8fa9,NoSources,23,SomeChoice,SomeTrust,0
ba1b2b09-6b5d-4c4a-8e89-0fe89caf8fa9,NoSources,3,SomeChoice,SomeTrust,0
ba1b2b09-6b5d-4c4a-8e89-0fe89caf8fa9,NoSources,18,SomeChoice,SomeTrust,0
ba1b2b09-6b5d-4c4a-8e89-0fe89caf8fa9,NoSources,4,SomeChoice,SomeTrust,0
ba1b2b09-6b5d-4c4a-8e89-0fe89caf8fa9,NoSources,2,SomeChoice,SomeTrust,0
ba1b2b09-6b5d-4c4a-8e89-0fe89caf8fa9,NoSources,8,SomeChoice,SomeTrust,0
ba1b2b09-6b5d-4c4a-8e89-0fe89caf8fa9,NoSources,38,SomeChoice,SomeTrust,0
ba1b2b09-6b5d-4c4a-8e89-0fe89caf8fa9,NoSources,21,SomeChoice,SomeTrust,0
