userID,studyType,QuestionID,Choice,Trust,Interaction
04ec67fe-a85a-4c15-a30b-2c285c771898,NoSources,5,Nvidia,1,0
04ec67fe-a85a-4c15-a30b-2c285c771898,NoSources,14,Nvidia,1,0
04ec67fe-a85a-4c15-a30b-2c285c771898,NoSources,25,Nvidia,1,0
04ec67fe-a85a-4c15-a30b-2c285c771898,NoSources,3,Nvidia,1,0
04ec67fe-a85a-4c15-a30b-2c285c771898,NoSources,9,SomeChoice,SomeTrust,0
04ec67fe-a85a-4c15-a30b-2c285c771898,NoSources,30,SomeChoice,SomeTrust,0
04ec67fe-a85a-4c15-a30b-2c285c771898,NoSources,15,SomeChoice,SomeTrust,0
04ec67fe-a85a-4c15-a30b-2c285c771898,NoSources,28,SomeChoice,SomeTrust,0
04ec67fe-a85a-4c15-a30b-2c285c771898,NoSources,27,SomeChoice,SomeTrust,0
04ec67fe-a85a-4c15-a30b-2c285c771898,NoSources,22,SomeChoice,SomeTrust,0
04ec67fe-a85a-4c15-a30b-2c285c771898,NoSources,6,SomeChoice,SomeTrust,0
04ec67fe-a85a-4c15-a30b-2c285c771898,NoSources,19,SomeChoice,SomeTrust,0
04ec67fe-a85a-4c15-a30b-2c285c771898,NoSources,29,SomeChoice,SomeTrust,0
04ec67fe-a85a-4c15-a30b-2c285c771898,NoSources,12,SomeChoice,SomeTrust,0
04ec67fe-a85a-4c15-a30b-2c285c771898,NoSources,20,SomeChoice,SomeTrust,0
04ec67fe-a85a-4c15-a30b-2c285c771898,NoSources,21,SomeChoice,SomeTrust,0
04ec67fe-a85a-4c15-a30b-2c285c771898,NoSources,35,SomeChoice,SomeTrust,0
04ec67fe-a85a-4c15-a30b-2c285c771898,NoSources,39,SomeChoice,SomeTrust,0
04ec67fe-a85a-4c15-a30b-2c285c771898,NoSources,4,SomeChoice,SomeTrust,0
04ec67fe-a85a-4c15-a30b-2c285c771898,NoSources,7,SomeChoice,SomeTrust,0
