userID,QuestionID,Choice,Trust,Interaction
17b90356-cf5f-4a10-95b3-1ad71c1f48b3,32,SomeChoice,SomeTrust,SomeInteraction
17b90356-cf5f-4a10-95b3-1ad71c1f48b3,39,SomeChoice,SomeTrust,SomeInteraction
17b90356-cf5f-4a10-95b3-1ad71c1f48b3,12,SomeChoice,SomeTrust,SomeInteraction
17b90356-cf5f-4a10-95b3-1ad71c1f48b3,29,SomeChoice,SomeTrust,SomeInteraction
17b90356-cf5f-4a10-95b3-1ad71c1f48b3,18,SomeChoice,SomeTrust,SomeInteraction
17b90356-cf5f-4a10-95b3-1ad71c1f48b3,27,SomeChoice,SomeTrust,SomeInteraction
17b90356-cf5f-4a10-95b3-1ad71c1f48b3,5,SomeChoice,SomeTrust,SomeInteraction
17b90356-cf5f-4a10-95b3-1ad71c1f48b3,10,SomeChoice,SomeTrust,SomeInteraction
17b90356-cf5f-4a10-95b3-1ad71c1f48b3,7,SomeChoice,SomeTrust,SomeInteraction
17b90356-cf5f-4a10-95b3-1ad71c1f48b3,19,SomeChoice,SomeTrust,SomeInteraction
17b90356-cf5f-4a10-95b3-1ad71c1f48b3,13,SomeChoice,SomeTrust,SomeInteraction
17b90356-cf5f-4a10-95b3-1ad71c1f48b3,24,SomeChoice,SomeTrust,SomeInteraction
17b90356-cf5f-4a10-95b3-1ad71c1f48b3,26,SomeChoice,SomeTrust,SomeInteraction
17b90356-cf5f-4a10-95b3-1ad71c1f48b3,40,SomeChoice,SomeTrust,SomeInteraction
17b90356-cf5f-4a10-95b3-1ad71c1f48b3,4,SomeChoice,SomeTrust,SomeInteraction
17b90356-cf5f-4a10-95b3-1ad71c1f48b3,30,SomeChoice,SomeTrust,SomeInteraction
17b90356-cf5f-4a10-95b3-1ad71c1f48b3,1,SomeChoice,SomeTrust,SomeInteraction
17b90356-cf5f-4a10-95b3-1ad71c1f48b3,15,SomeChoice,SomeTrust,SomeInteraction
17b90356-cf5f-4a10-95b3-1ad71c1f48b3,8,SomeChoice,SomeTrust,SomeInteraction
17b90356-cf5f-4a10-95b3-1ad71c1f48b3,6,SomeChoice,SomeTrust,SomeInteraction
