userID,QuestionID,Choice,Trust,Interaction
9f7815a5-0125-4308-9a5f-9e7c1ecb245e,36,Nvidia,2,SomeInteraction
9f7815a5-0125-4308-9a5f-9e7c1ecb245e,16,SomeChoice,SomeTrust,SomeInteraction
9f7815a5-0125-4308-9a5f-9e7c1ecb245e,5,SomeChoice,SomeTrust,SomeInteraction
9f7815a5-0125-4308-9a5f-9e7c1ecb245e,30,SomeChoice,SomeTrust,SomeInteraction
9f7815a5-0125-4308-9a5f-9e7c1ecb245e,38,SomeChoice,SomeTrust,SomeInteraction
9f7815a5-0125-4308-9a5f-9e7c1ecb245e,33,SomeChoice,SomeTrust,SomeInteraction
9f7815a5-0125-4308-9a5f-9e7c1ecb245e,18,SomeChoice,SomeTrust,SomeInteraction
9f7815a5-0125-4308-9a5f-9e7c1ecb245e,8,SomeChoice,SomeTrust,SomeInteraction
9f7815a5-0125-4308-9a5f-9e7c1ecb245e,4,SomeChoice,SomeTrust,SomeInteraction
9f7815a5-0125-4308-9a5f-9e7c1ecb245e,31,SomeChoice,SomeTrust,SomeInteraction
9f7815a5-0125-4308-9a5f-9e7c1ecb245e,27,SomeChoice,SomeTrust,SomeInteraction
9f7815a5-0125-4308-9a5f-9e7c1ecb245e,6,SomeChoice,SomeTrust,SomeInteraction
9f7815a5-0125-4308-9a5f-9e7c1ecb245e,29,SomeChoice,SomeTrust,SomeInteraction
9f7815a5-0125-4308-9a5f-9e7c1ecb245e,25,SomeChoice,SomeTrust,SomeInteraction
9f7815a5-0125-4308-9a5f-9e7c1ecb245e,39,SomeChoice,SomeTrust,SomeInteraction
9f7815a5-0125-4308-9a5f-9e7c1ecb245e,14,SomeChoice,SomeTrust,SomeInteraction
9f7815a5-0125-4308-9a5f-9e7c1ecb245e,12,SomeChoice,SomeTrust,SomeInteraction
9f7815a5-0125-4308-9a5f-9e7c1ecb245e,1,SomeChoice,SomeTrust,SomeInteraction
9f7815a5-0125-4308-9a5f-9e7c1ecb245e,13,SomeChoice,SomeTrust,SomeInteraction
9f7815a5-0125-4308-9a5f-9e7c1ecb245e,10,SomeChoice,SomeTrust,SomeInteraction
