userID,studyType,QuestionID,Choice,Trust,Interaction
57460d74-090d-42d7-b963-688c993cc1e2,SingleSource,30,SomeChoice,SomeTrust,0
57460d74-090d-42d7-b963-688c993cc1e2,SingleSource,11,SomeChoice,SomeTrust,0
57460d74-090d-42d7-b963-688c993cc1e2,SingleSource,32,SomeChoice,SomeTrust,0
57460d74-090d-42d7-b963-688c993cc1e2,SingleSource,27,SomeChoice,SomeTrust,0
57460d74-090d-42d7-b963-688c993cc1e2,SingleSource,33,SomeChoice,SomeTrust,0
57460d74-090d-42d7-b963-688c993cc1e2,SingleSource,24,SomeChoice,SomeTrust,0
57460d74-090d-42d7-b963-688c993cc1e2,SingleSource,10,SomeChoice,SomeTrust,0
57460d74-090d-42d7-b963-688c993cc1e2,SingleSource,17,SomeChoice,SomeTrust,0
57460d74-090d-42d7-b963-688c993cc1e2,SingleSource,38,SomeChoice,SomeTrust,0
57460d74-090d-42d7-b963-688c993cc1e2,SingleSource,9,SomeChoice,SomeTrust,0
57460d74-090d-42d7-b963-688c993cc1e2,SingleSource,13,SomeChoice,SomeTrust,0
57460d74-090d-42d7-b963-688c993cc1e2,SingleSource,28,SomeChoice,SomeTrust,0
57460d74-090d-42d7-b963-688c993cc1e2,SingleSource,18,SomeChoice,SomeTrust,0
57460d74-090d-42d7-b963-688c993cc1e2,SingleSource,3,SomeChoice,SomeTrust,0
57460d74-090d-42d7-b963-688c993cc1e2,SingleSource,4,SomeChoice,SomeTrust,0
57460d74-090d-42d7-b963-688c993cc1e2,SingleSource,36,SomeChoice,SomeTrust,0
57460d74-090d-42d7-b963-688c993cc1e2,SingleSource,5,SomeChoice,SomeTrust,0
57460d74-090d-42d7-b963-688c993cc1e2,SingleSource,34,SomeChoice,SomeTrust,0
57460d74-090d-42d7-b963-688c993cc1e2,SingleSource,7,SomeChoice,SomeTrust,0
57460d74-090d-42d7-b963-688c993cc1e2,SingleSource,16,SomeChoice,SomeTrust,0
