userID,QuestionID,Choice,Trust,Interaction
624967a9-311f-4fe1-8dbc-4f8c674b565f,4,SomeChoice,SomeTrust,SomeInteraction
624967a9-311f-4fe1-8dbc-4f8c674b565f,15,SomeChoice,SomeTrust,SomeInteraction
624967a9-311f-4fe1-8dbc-4f8c674b565f,16,SomeChoice,SomeTrust,SomeInteraction
624967a9-311f-4fe1-8dbc-4f8c674b565f,25,SomeChoice,SomeTrust,SomeInteraction
624967a9-311f-4fe1-8dbc-4f8c674b565f,18,SomeChoice,SomeTrust,SomeInteraction
624967a9-311f-4fe1-8dbc-4f8c674b565f,2,SomeChoice,SomeTrust,SomeInteraction
624967a9-311f-4fe1-8dbc-4f8c674b565f,39,SomeChoice,SomeTrust,SomeInteraction
624967a9-311f-4fe1-8dbc-4f8c674b565f,28,SomeChoice,SomeTrust,SomeInteraction
624967a9-311f-4fe1-8dbc-4f8c674b565f,5,SomeChoice,SomeTrust,SomeInteraction
624967a9-311f-4fe1-8dbc-4f8c674b565f,3,SomeChoice,SomeTrust,SomeInteraction
624967a9-311f-4fe1-8dbc-4f8c674b565f,6,SomeChoice,SomeTrust,SomeInteraction
624967a9-311f-4fe1-8dbc-4f8c674b565f,17,SomeChoice,SomeTrust,SomeInteraction
624967a9-311f-4fe1-8dbc-4f8c674b565f,29,SomeChoice,SomeTrust,SomeInteraction
624967a9-311f-4fe1-8dbc-4f8c674b565f,11,SomeChoice,SomeTrust,SomeInteraction
624967a9-311f-4fe1-8dbc-4f8c674b565f,38,SomeChoice,SomeTrust,SomeInteraction
624967a9-311f-4fe1-8dbc-4f8c674b565f,14,SomeChoice,SomeTrust,SomeInteraction
624967a9-311f-4fe1-8dbc-4f8c674b565f,32,SomeChoice,SomeTrust,SomeInteraction
624967a9-311f-4fe1-8dbc-4f8c674b565f,12,SomeChoice,SomeTrust,SomeInteraction
624967a9-311f-4fe1-8dbc-4f8c674b565f,23,SomeChoice,SomeTrust,SomeInteraction
624967a9-311f-4fe1-8dbc-4f8c674b565f,26,SomeChoice,SomeTrust,SomeInteraction
