userID,QuestionID,Choice,Trust,Interaction
d8c98771-d6c3-4474-a5de-019735ff4862,9,SomeChoice,SomeTrust,SomeInteraction
d8c98771-d6c3-4474-a5de-019735ff4862,17,SomeChoice,SomeTrust,SomeInteraction
d8c98771-d6c3-4474-a5de-019735ff4862,34,SomeChoice,SomeTrust,SomeInteraction
d8c98771-d6c3-4474-a5de-019735ff4862,37,SomeChoice,SomeTrust,SomeInteraction
d8c98771-d6c3-4474-a5de-019735ff4862,1,SomeChoice,SomeTrust,SomeInteraction
d8c98771-d6c3-4474-a5de-019735ff4862,11,SomeChoice,SomeTrust,SomeInteraction
d8c98771-d6c3-4474-a5de-019735ff4862,8,SomeChoice,SomeTrust,SomeInteraction
d8c98771-d6c3-4474-a5de-019735ff4862,38,SomeChoice,SomeTrust,SomeInteraction
d8c98771-d6c3-4474-a5de-019735ff4862,6,SomeChoice,SomeTrust,SomeInteraction
d8c98771-d6c3-4474-a5de-019735ff4862,26,SomeChoice,SomeTrust,SomeInteraction
d8c98771-d6c3-4474-a5de-019735ff4862,25,SomeChoice,SomeTrust,SomeInteraction
d8c98771-d6c3-4474-a5de-019735ff4862,18,SomeChoice,SomeTrust,SomeInteraction
d8c98771-d6c3-4474-a5de-019735ff4862,20,SomeChoice,SomeTrust,SomeInteraction
d8c98771-d6c3-4474-a5de-019735ff4862,5,SomeChoice,SomeTrust,SomeInteraction
d8c98771-d6c3-4474-a5de-019735ff4862,40,SomeChoice,SomeTrust,SomeInteraction
d8c98771-d6c3-4474-a5de-019735ff4862,31,SomeChoice,SomeTrust,SomeInteraction
d8c98771-d6c3-4474-a5de-019735ff4862,19,SomeChoice,SomeTrust,SomeInteraction
d8c98771-d6c3-4474-a5de-019735ff4862,2,SomeChoice,SomeTrust,SomeInteraction
d8c98771-d6c3-4474-a5de-019735ff4862,28,SomeChoice,SomeTrust,SomeInteraction
d8c98771-d6c3-4474-a5de-019735ff4862,29,SomeChoice,SomeTrust,SomeInteraction
