userID,QuestionID,Choice,Trust,Interaction
d222dd7f-ca46-4cda-8fdc-31c5120af758,2,SomeChoice,SomeTrust,SomeInteraction
d222dd7f-ca46-4cda-8fdc-31c5120af758,11,SomeChoice,SomeTrust,SomeInteraction
d222dd7f-ca46-4cda-8fdc-31c5120af758,13,SomeChoice,SomeTrust,SomeInteraction
d222dd7f-ca46-4cda-8fdc-31c5120af758,14,SomeChoice,SomeTrust,SomeInteraction
d222dd7f-ca46-4cda-8fdc-31c5120af758,18,SomeChoice,SomeTrust,SomeInteraction
d222dd7f-ca46-4cda-8fdc-31c5120af758,29,SomeChoice,SomeTrust,SomeInteraction
d222dd7f-ca46-4cda-8fdc-31c5120af758,31,SomeChoice,SomeTrust,SomeInteraction
d222dd7f-ca46-4cda-8fdc-31c5120af758,39,SomeChoice,SomeTrust,SomeInteraction
d222dd7f-ca46-4cda-8fdc-31c5120af758,40,SomeChoice,SomeTrust,SomeInteraction
d222dd7f-ca46-4cda-8fdc-31c5120af758,19,SomeChoice,SomeTrust,SomeInteraction
d222dd7f-ca46-4cda-8fdc-31c5120af758,15,SomeChoice,SomeTrust,SomeInteraction
d222dd7f-ca46-4cda-8fdc-31c5120af758,32,SomeChoice,SomeTrust,SomeInteraction
d222dd7f-ca46-4cda-8fdc-31c5120af758,21,SomeChoice,SomeTrust,SomeInteraction
d222dd7f-ca46-4cda-8fdc-31c5120af758,30,SomeChoice,SomeTrust,SomeInteraction
d222dd7f-ca46-4cda-8fdc-31c5120af758,34,SomeChoice,SomeTrust,SomeInteraction
d222dd7f-ca46-4cda-8fdc-31c5120af758,1,SomeChoice,SomeTrust,SomeInteraction
d222dd7f-ca46-4cda-8fdc-31c5120af758,28,SomeChoice,SomeTrust,SomeInteraction
d222dd7f-ca46-4cda-8fdc-31c5120af758,12,SomeChoice,SomeTrust,SomeInteraction
d222dd7f-ca46-4cda-8fdc-31c5120af758,7,SomeChoice,SomeTrust,SomeInteraction
d222dd7f-ca46-4cda-8fdc-31c5120af758,24,SomeChoice,SomeTrust,SomeInteraction
