userID,studyType,QuestionID,Choice,Trust,Interaction
e929fc7a-f79a-4298-aaa4-0f3520b85a62,SingleSource,8,Nvidia,1,0
e929fc7a-f79a-4298-aaa4-0f3520b85a62,SingleSource,18,Nvidia,1,0
e929fc7a-f79a-4298-aaa4-0f3520b85a62,SingleSource,1,Nvidia,1,0
e929fc7a-f79a-4298-aaa4-0f3520b85a62,SingleSource,6,Nvidia,1,0
e929fc7a-f79a-4298-aaa4-0f3520b85a62,SingleSource,14,Nvidia,1,0
e929fc7a-f79a-4298-aaa4-0f3520b85a62,SingleSource,23,Nvidia,1,0
e929fc7a-f79a-4298-aaa4-0f3520b85a62,SingleSource,38,Nvidia,1,0
e929fc7a-f79a-4298-aaa4-0f3520b85a62,SingleSource,39,Nvidia,1,0
e929fc7a-f79a-4298-aaa4-0f3520b85a62,SingleSource,11,Nvidia,1,0
e929fc7a-f79a-4298-aaa4-0f3520b85a62,SingleSource,22,SomeChoice,SomeTrust,0
e929fc7a-f79a-4298-aaa4-0f3520b85a62,SingleSource,5,SomeChoice,SomeTrust,0
e929fc7a-f79a-4298-aaa4-0f3520b85a62,SingleSource,9,SomeChoice,SomeTrust,0
e929fc7a-f79a-4298-aaa4-0f3520b85a62,SingleSource,35,SomeChoice,SomeTrust,0
e929fc7a-f79a-4298-aaa4-0f3520b85a62,SingleSource,20,SomeChoice,SomeTrust,0
e929fc7a-f79a-4298-aaa4-0f3520b85a62,SingleSource,25,SomeChoice,SomeTrust,0
e929fc7a-f79a-4298-aaa4-0f3520b85a62,SingleSource,7,SomeChoice,SomeTrust,0
e929fc7a-f79a-4298-aaa4-0f3520b85a62,SingleSource,30,SomeChoice,SomeTrust,0
e929fc7a-f79a-4298-aaa4-0f3520b85a62,SingleSource,4,SomeChoice,SomeTrust,0
e929fc7a-f79a-4298-aaa4-0f3520b85a62,SingleSource,27,SomeChoice,SomeTrust,0
e929fc7a-f79a-4298-aaa4-0f3520b85a62,SingleSource,2,SomeChoice,SomeTrust,0
