userID,QuestionID,Choice,Trust,Interaction
b8a1b25c-af09-48ee-a1ad-825d67ca3af6,11,Nvidia,1,SomeInteraction
b8a1b25c-af09-48ee-a1ad-825d67ca3af6,15,Nvidia,1,SomeInteraction
b8a1b25c-af09-48ee-a1ad-825d67ca3af6,7,Nvidia,1,SomeInteraction
b8a1b25c-af09-48ee-a1ad-825d67ca3af6,2,Nvidia,1,SomeInteraction
b8a1b25c-af09-48ee-a1ad-825d67ca3af6,28,Nvidia,1,SomeInteraction
b8a1b25c-af09-48ee-a1ad-825d67ca3af6,21,Nvidia,1,SomeInteraction
b8a1b25c-af09-48ee-a1ad-825d67ca3af6,24,Nvidia,1,SomeInteraction
b8a1b25c-af09-48ee-a1ad-825d67ca3af6,3,Nvidia,1,SomeInteraction
b8a1b25c-af09-48ee-a1ad-825d67ca3af6,36,Nvidia,1,SomeInteraction
b8a1b25c-af09-48ee-a1ad-825d67ca3af6,33,Nvidia,1,SomeInteraction
b8a1b25c-af09-48ee-a1ad-825d67ca3af6,13,Nvidia,1,SomeInteraction
b8a1b25c-af09-48ee-a1ad-825d67ca3af6,26,Nvidia,1,SomeInteraction
b8a1b25c-af09-48ee-a1ad-825d67ca3af6,12,SomeChoice,SomeTrust,SomeInteraction
b8a1b25c-af09-48ee-a1ad-825d67ca3af6,27,SomeChoice,SomeTrust,SomeInteraction
b8a1b25c-af09-48ee-a1ad-825d67ca3af6,9,SomeChoice,SomeTrust,SomeInteraction
b8a1b25c-af09-48ee-a1ad-825d67ca3af6,34,SomeChoice,SomeTrust,SomeInteraction
b8a1b25c-af09-48ee-a1ad-825d67ca3af6,10,SomeChoice,SomeTrust,SomeInteraction
b8a1b25c-af09-48ee-a1ad-825d67ca3af6,23,SomeChoice,SomeTrust,SomeInteraction
b8a1b25c-af09-48ee-a1ad-825d67ca3af6,37,SomeChoice,SomeTrust,SomeInteraction
b8a1b25c-af09-48ee-a1ad-825d67ca3af6,17,SomeChoice,SomeTrust,SomeInteraction
