userID,QuestionID,Choice,Trust,Interaction
f3f6b1f1-68b3-4021-aa7e-f7a32b2dd549,3,SomeChoice,SomeTrust,SomeInteraction
f3f6b1f1-68b3-4021-aa7e-f7a32b2dd549,14,SomeChoice,SomeTrust,SomeInteraction
f3f6b1f1-68b3-4021-aa7e-f7a32b2dd549,28,SomeChoice,SomeTrust,SomeInteraction
f3f6b1f1-68b3-4021-aa7e-f7a32b2dd549,12,SomeChoice,SomeTrust,SomeInteraction
f3f6b1f1-68b3-4021-aa7e-f7a32b2dd549,1,SomeChoice,SomeTrust,SomeInteraction
f3f6b1f1-68b3-4021-aa7e-f7a32b2dd549,16,SomeChoice,SomeTrust,SomeInteraction
f3f6b1f1-68b3-4021-aa7e-f7a32b2dd549,10,SomeChoice,SomeTrust,SomeInteraction
f3f6b1f1-68b3-4021-aa7e-f7a32b2dd549,4,SomeChoice,SomeTrust,SomeInteraction
f3f6b1f1-68b3-4021-aa7e-f7a32b2dd549,32,SomeChoice,SomeTrust,SomeInteraction
f3f6b1f1-68b3-4021-aa7e-f7a32b2dd549,9,SomeChoice,SomeTrust,SomeInteraction
f3f6b1f1-68b3-4021-aa7e-f7a32b2dd549,40,SomeChoice,SomeTrust,SomeInteraction
f3f6b1f1-68b3-4021-aa7e-f7a32b2dd549,18,SomeChoice,SomeTrust,SomeInteraction
f3f6b1f1-68b3-4021-aa7e-f7a32b2dd549,35,SomeChoice,SomeTrust,SomeInteraction
f3f6b1f1-68b3-4021-aa7e-f7a32b2dd549,21,SomeChoice,SomeTrust,SomeInteraction
f3f6b1f1-68b3-4021-aa7e-f7a32b2dd549,13,SomeChoice,SomeTrust,SomeInteraction
f3f6b1f1-68b3-4021-aa7e-f7a32b2dd549,7,SomeChoice,SomeTrust,SomeInteraction
f3f6b1f1-68b3-4021-aa7e-f7a32b2dd549,19,SomeChoice,SomeTrust,SomeInteraction
f3f6b1f1-68b3-4021-aa7e-f7a32b2dd549,39,SomeChoice,SomeTrust,SomeInteraction
f3f6b1f1-68b3-4021-aa7e-f7a32b2dd549,37,SomeChoice,SomeTrust,SomeInteraction
f3f6b1f1-68b3-4021-aa7e-f7a32b2dd549,27,SomeChoice,SomeTrust,SomeInteraction
