userID,QuestionID,Choice,Trust,Interaction
f4022753-6d47-4cdc-8686-9813ca2f64b5,36,SomeChoice,SomeTrust,SomeInteraction
f4022753-6d47-4cdc-8686-9813ca2f64b5,33,SomeChoice,SomeTrust,SomeInteraction
f4022753-6d47-4cdc-8686-9813ca2f64b5,2,SomeChoice,SomeTrust,SomeInteraction
f4022753-6d47-4cdc-8686-9813ca2f64b5,20,SomeChoice,SomeTrust,SomeInteraction
f4022753-6d47-4cdc-8686-9813ca2f64b5,7,SomeChoice,SomeTrust,SomeInteraction
f4022753-6d47-4cdc-8686-9813ca2f64b5,23,SomeChoice,SomeTrust,SomeInteraction
f4022753-6d47-4cdc-8686-9813ca2f64b5,40,SomeChoice,SomeTrust,SomeInteraction
f4022753-6d47-4cdc-8686-9813ca2f64b5,15,SomeChoice,SomeTrust,SomeInteraction
f4022753-6d47-4cdc-8686-9813ca2f64b5,30,SomeChoice,SomeTrust,SomeInteraction
f4022753-6d47-4cdc-8686-9813ca2f64b5,13,SomeChoice,SomeTrust,SomeInteraction
f4022753-6d47-4cdc-8686-9813ca2f64b5,11,SomeChoice,SomeTrust,SomeInteraction
f4022753-6d47-4cdc-8686-9813ca2f64b5,39,SomeChoice,SomeTrust,SomeInteraction
f4022753-6d47-4cdc-8686-9813ca2f64b5,34,SomeChoice,SomeTrust,SomeInteraction
f4022753-6d47-4cdc-8686-9813ca2f64b5,4,SomeChoice,SomeTrust,SomeInteraction
f4022753-6d47-4cdc-8686-9813ca2f64b5,5,SomeChoice,SomeTrust,SomeInteraction
f4022753-6d47-4cdc-8686-9813ca2f64b5,22,SomeChoice,SomeTrust,SomeInteraction
f4022753-6d47-4cdc-8686-9813ca2f64b5,28,SomeChoice,SomeTrust,SomeInteraction
f4022753-6d47-4cdc-8686-9813ca2f64b5,38,SomeChoice,SomeTrust,SomeInteraction
f4022753-6d47-4cdc-8686-9813ca2f64b5,25,SomeChoice,SomeTrust,SomeInteraction
f4022753-6d47-4cdc-8686-9813ca2f64b5,18,SomeChoice,SomeTrust,SomeInteraction
